Site,Region,Period,Number,SiteCode,SiteName,FieldSite Region,FieldSite Period,SurveyYearNumber,Supervisor,Map,North,East,Elev,ElevMed,ElevMin,ElevMax,EZcode,EnvironmentalZone,Soil,SoilMed,SoilMin,SoilMax,Erosion,ErosionMed,ErosionMin,ErosionMax,ModernUse,ModernSettlement,Rainfall,Area,MoundDomestic,MoundCeremonial,MoundQuestionable,MoundTotal,MoundRecorded,DMoundArea,Architecture,TerraceConfidence,TerraceExtent,Sherd,SherdMed,SherdMin,SherdMax,Rubble,RubbleMed,RubbleMin,RubbleMax,Population,PopMin,PopMax,PopMethod,stcode,SiteType,SubPeriod1,SubPeriod2,OccEF,OccMF,OccLF,OccTF,OccCL,OccEC,OccMC,OccLC,OccET,OccLT,OccAZ,OccEA,OccLA,OccTot,OccSeqLoc,SubOc1,SubOc2,PdDupSite,Group,Comments,NorthOld,EastOld,NorthGIS,EastGIS,Recnum,
XO-AZ-80,XO,AZ,80,1008080,,,Aztec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2131.31,484.04,2270,2270,0,0,14,"Lower piedmont, Rugged Terrain",Medium-deep,,Medium,Deep (100+ cm),Slight,Slight,,,Agricultural,None or Unspecified,810,1.6,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,30,15,30,AD,6,Large hamlet,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,80,A,A,0,4,,2131,484,2131310,484040,1254,
XO-AZ-81,XO,AZ,81,1008081,,,Aztec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2130.95,484.52,2300,2300,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,795,1.3,0,0,0,0,0,,FALSE,,,Very light,Light-moderate,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,81,A,A,0,4,,2131,485,2130950,484520,1255,
XO-AZ-82,XO,AZ,82,1008082,,,Aztec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2130.45,484.02,2320,2320,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Grazing and Agriculture,None or Unspecified,800,0.6,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,82,A,A,0,4,,2130,484,2130450,484020,1256,
XO-AZ-83,XO,AZ,83,1008083,,,Aztec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2129.2,485.32,2450,2450,0,0,13,"Lower piedmont, Isolated hill",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Grazing,None or Unspecified,790,0.3,1,1,0,1,1,100,FALSE,Definite,,,,Moderate,Moderate,,,Unspecified,Unspecified,0,0,0,AD,1,Isolated ceremonial site,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,83,A,A,0,4,,2129,485,2129200,485320,1257,
XO-AZ-84,XO,AZ,84,1008084,,,Aztec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2128.53,485.17,2500,2500,0,0,13,"Lower piedmont, Isolated hill",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Grazing,None or Unspecified,795,0.5,1,1,0,1,1,42,FALSE,Definite,,,,Moderate,Moderate,,,Unspecified,Unspecified,0,0,0,AD,1,Isolated ceremonial site,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,84,A,A,0,4,,2129,485,2128530,485170,1258,
XO-AZ-85,XO,AZ,85,1008085,,,Aztec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2128.41,484.19,2470,2470,0,0,13,"Lower piedmont, Isolated hill",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Grazing,None or Unspecified,850,0.7,2,2,0,2,2,90,FALSE,Definite,,None,Very light,Light-moderate,,Light,Substantial,Unspecified,Unspecified,0,0,0,AD,1,Isolated ceremonial site,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,85,A,A,0,4,,2128,484,2128410,484190,1259,
XO-AZ-86,XO,AZ,86,1008086,,,Aztec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2127.83,483.97,2460,2460,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,900,3.1,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,30,15,30,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,86,A,A,0,4,,2128,484,2127830,483970,1260,
XO-AZ-87,XO,AZ,87,1008087,,,Aztec,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2128.31,488.23,2245,2245,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,1050,1.9,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,40,20,40,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,1,0,0,1,1,87,A,B,0,4,,2128,488,2128310,488230,1261,
XO-AZ-88,XO,AZ,88,1008088,,,Aztec,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2124.78,487.19,2410,2410,0,0,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,Grazing and Agriculture,None or Unspecified,1300,0.1,0,0,0,0,0,,FALSE,Questionable,None,,,,,,,Unspecified,Unspecified,0,0,0,AD,12,Questionable,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,88,A,A,0,4,,2125,487,2124780,487190,1262,
XO-AZ-89,XO,AZ,89,1008089,,,Aztec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2124.48,485.82,2650,2650,0,0,17,"Upper piedmont, Rugged terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,950,0.4,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,89,A,A,0,4,,2124,486,2124480,485820,1263,
XO-AZ-90,XO,AZ,90,1008090,,,Aztec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2123.75,485.67,2650,2650,0,0,17,"Upper piedmont, Rugged terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,1000,0.3,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,90,A,A,0,4,,2124,486,2123750,485670,1265,
XO-AZ-91,XO,AZ,91,1008091,,,Aztec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2134.5,479.32,2360,2360,0,0,13,"Lower piedmont, Isolated hill",Medium,Medium,,,Slight,Slight,,,None,None or Unspecified,850,2.7,3,3,2,5,5,227.75,FALSE,Definite,,None,Very light,Light-moderate,,None,Heavy,Unspecified,Unspecified,0,0,0,AD,1,Isolated ceremonial site,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,91,A,A,0,4,,2134,479,2134500,479320,1266,
XO-CL-3,XO,CL,3,508003,,,Classic,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2127.75,490.76,2270,2270,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,Moderate (determination of boundaries problematic),785,0.7,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,1,2,0,0,0,0,0,1,,0,0,0,2,1,1,1,33,A,A,0,2,,2128,491,2127750,490760,1269,
XO-CL-4,XO,CL,4,508004,,,Classic,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2127.41,489.73,2280,0,2260,2300,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,Agricultural,Moderate (determination of boundaries problematic),780,31.5,0,0,0,0,0,,FALSE,,,Very light,Light-moderate,,,,,,,700,350,700,AD,7,Large dispersed village,3,2,0,1,0,1,0,1,,1,0,0,1,0,1,3,34,B,B,0,2,,2127,490,2127410,489730,1270,
XO-CL-1,XO,CL,1,508001,,,Classic,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2133.1,497.31,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,660,0.4,0,0,0,0,0,,FALSE,,Trace,,,Light,Light,,,Unspecified,Unspecified,0,0,0,AD,12,Questionable,2,,0,0,0,0,0,0,,1,1,0,0,0,0,1,98,A,A,0,2,,2133,497,2133100,497310,1267,
XO-CL-5,XO,CL,5,508005,,,Classic,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2134.75,489.88,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,665,5.5,0,0,0,0,0,,FALSE,Definite,,,,,,,,Substantial,Very Light,5,2,5,AD,2,Small hamlet or temporary camp,2,,0,0,0,0,0,0,,1,1,0,0,0,0,1,102,A,A,0,2,,2135,490,2134750,489880,1271,
XO-CL-2,XO,CL,2,508002,,,Classic,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2127.83,496.31,2325,0,2300,2350,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,790,1.3,0,0,0,0,0,,FALSE,Definite,,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,1,,0,0,0,1,0,0,,1,0,0,0,0,0,1,103,A,B,0,2,,2128,496,2127830,496310,1268,
XO-CL-6,XO,CL,6,508006,,,Classic,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2131.1,484.69,2280,2280,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Slight,Slight,,,Agricultural,None or Unspecified,790,4.5,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,100,50,100,AD,6,Large hamlet,1,,0,0,0,1,0,1,,0,0,0,0,0,0,1,104,A,A,0,2,,2131,485,2131100,484690,1272,
XO-EF-1,XO,EF,1,108001,,,Early Formative,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2132.6,497.23,2240,2240,0,2240,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,0.9,1,0,0,0,0,,TRUE,,Trace,,,Moderate,Moderate,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,111,A,A,0,1,,2133,497,2132600,497230,1273,
XO-EF-2,XO,EF,2,108002,,,Early Formative,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2132.06,497.51,2240,2240,0,2240,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,690,3.7,1,0,0,1,1,10,FALSE,,,Light,Light-moderate,,,,,,,80,40,80,AD,6,Large hamlet,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,112,A,A,0,1,,2132,498,2132060,497510,1274,
XO-ET-5,XO,ET,5,808005,,,Early Toltec,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2129.06,495.44,2245,2245,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,720,3.1,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,60,30,60,AD,6,Large hamlet,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,20,A,A,0,3,,2129,495,2129060,495440,1283,
XO-ET-6,XO,ET,6,808006,,,Early Toltec,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2128.63,494.96,2250,2250,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,Moderate (determination of boundaries problematic),720,13.7,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,150,75,150,AD,3,Small dispersed village,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,30,A,A,0,3,,2129,495,2128630,494960,1284,
XO-ET-7,XO,ET,7,808007,,,Classic,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2127.41,490.61,2300,2300,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,Moderate (determination of boundaries problematic),775,1,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,0,2,1,1,1,33,A,B,0,3,,2127,491,2127410,490610,1285,
XO-ET-10,XO,ET,10,808010,,,Early Toltec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2129.13,486.24,2260,2260,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Settlement,Extensive (beyond control),730,1,0,0,0,0,0,,FALSE,,,Very light,Light,,,,,Unspecified,Unspecified,0,0,0,AD,12,Questionable,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,78,A,A,0,3,,2129,486,2129130,486240,1276,
XO-ET-11,XO,ET,11,808011,,,Early Toltec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2131.66,484.97,2260,2260,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Medium,Medium,,,Moderate,Moderate,,,Agricultural,Moderate (determination of boundaries problematic),890,3,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,60,30,60,AD,6,Large hamlet,,2,0,0,0,1,0,0,,0,0,1,1,0,1,3,79,B,B,0,3,,2132,485,2131660,484970,1277,
XO-ET-4,XO,ET,4,808004,,,Early Toltec,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2129.1,497.11,2250,0,2245,2255,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,Slight (no difficulty in recognizing site boundaries),725,32.3,0,0,0,0,0,,FALSE,,,,,,,,,,,1000,500,1000,AD,8,Large nucleated village,,,0,0,0,0,0,0,,0,0,1,0,0,0,1,93,A,A,0,3,,2129,497,2129100,497110,1282,
XO-ET-12,XO,ET,12,808012,,,Early Toltec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2131.08,484.42,2290,2290,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate-slight,,Slight,Moderate,Agricultural,None or Unspecified,790,1.9,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,,0,0,0,1,0,0,,0,0,1,0,0,0,2,96,B,B,0,3,,2131,484,2131080,484420,1278,
XO-ET-13,XO,ET,13,808013,,,Early Toltec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2131.33,483.92,2280,2280,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,Moderate (determination of boundaries problematic),800,1.4,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,,0,0,0,0,0,0,,0,0,1,0,0,0,1,97,A,A,0,3,,2131,484,2131330,483920,1279,
XO-ET-1,XO,ET,1,808001,,,Classic,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2133,497.23,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,665,1,0,0,0,0,0,,FALSE,,Trace,,,Light,Light,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,3,,0,0,0,0,2,1,,1,0,0,0,0,0,2,98,A,A,0,3,,2133,497,2133000,497230,1275,
XO-ET-2,XO,ET,2,808002,,,Early Toltec,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2133.38,493.19,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,670,0.8,0,0,0,0,0,,FALSE,,Trace,,,Light,Light,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,99,A,A,0,3,,2133,493,2133380,493190,1280,
XO-ET-3,XO,ET,3,808003,,,Classic,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2129.68,496.38,2245,2245,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,725,2.5,0,0,0,0,0,,FALSE,,Trace,,,Light,Light,,,,,30,15,30,AD,6,Large hamlet,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,A,A,0,3,,2130,496,2129680,496380,1281,
XO-ET-8,XO,ET,8,808008,,,Classic,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2134.98,490.01,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,670,2.4,0,0,0,0,0,,FALSE,,,,,Very light,Very light,,,,,70,35,70,AD,6,Large hamlet,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,101,A,A,0,3,,2135,490,2134980,490010,1286,
XO-ET-9,XO,ET,9,808009,,,Classic,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2134.45,489.83,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,665,6.3,1,0,0,1,1,225,FALSE,,,,,Light,Light,,,,,200,100,200,AD,4,Small nucleated village,2,,0,0,0,0,1,0,,1,0,0,0,0,0,2,102,A,A,0,3,,2134,490,2134450,489830,1287,
XO-LF-3,XO,LF,3,308003,,,Late Formative,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2132.03,498.08,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,680,0.7,0,0,0,0,0,,FALSE,,,,,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,0,2,1,1,1,1,B,B,0,1,,2132,498,2132030,498080,1290,
XO-LF-4,XO,LF,4,308004,,,Late Formative,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2129.18,486.12,2400,2400,0,0,13,"Lower piedmont, Isolated hill",Very shallow,,Fully eroded,Shallow (1-25 cm),Deep,Deep,,,Grazing,None or Unspecified,750,1.1,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,Unspecified,Unspecified,0,0,0,AD,12,Questionable,,,0,0,0,1,0,0,,0,0,0,0,0,0,1,106,A,A,0,1,,2129,486,2129180,486120,1291,
XO-LF-1,XO,LF,1,308001,,,,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2132.85,497.96,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,0.2,0,0,0,0,0,,FALSE,,,Very light,Light,,,,,Substantial,Light,5,3,5,AD,2,Small hamlet or temporary camp,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,108,A,A,0,1,,2133,498,2132850,497960,1288,
XO-LF-2,XO,LF,2,308002,,,Late Formative,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2132.45,497.48,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,680,8.6,10,0,10,10,10,7354,FALSE,,,Light,Moderate,,,,,,,350,175,350,AD,4,Small nucleated village,,,0,1,0,0,0,0,,0,0,0,0,0,0,1,109,A,A,0,1,,2132,497,2132450,497480,1289,
XO-LF-5,XO,LF,5,308005,,,Late Formative,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2129.23,485.72,2265,2265,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Agricultural,Moderate (determination of boundaries problematic),780,2,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,50,25,50,AD,6,Large hamlet,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,110,A,A,0,1,,2129,486,2129230,485720,1292,
XO-LT-3,XO,LT,3,908003,,,Early Toltec,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2128.2,497.41,2255,2255,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Agricultural,Moderate (determination of boundaries problematic),775,1.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,1,0,1,0,1,2,30,A,A,0,3,,2128,497,2128200,497410,1297,
XO-LT-4,XO,LT,4,908004,,,Late Toltec,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2127.33,490.53,2270,2270,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,Moderate (determination of boundaries problematic),775,0.8,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,3,0,0,0,1,0,0,,0,0,0,2,1,1,2,33,A,B,0,3,,2127,491,2127330,490530,1298,
XO-LT-5,XO,LT,5,908005,,,Classic,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2127.73,489.56,2270,2270,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,Moderate (determination of boundaries problematic),780,1.1,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,2,0,0,0,1,2,1,,1,0,0,1,0,1,4,34,C,C,0,3,,2128,490,2127730,489560,1299,
XO-LT-9,XO,LT,9,908009,,,Late Toltec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2131.63,484.92,2260,2260,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Medium-deep,,Medium,Deep (100+ cm),Slight,Slight,,,Agricultural,Slight (no difficulty in recognizing site boundaries),780,3.7,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,70,35,70,AD,6,Large hamlet,,2,0,0,0,1,0,0,,0,1,0,1,0,1,3,79,B,B,0,3,,2132,485,2131630,484920,1303,
XO-LT-6,XO,LT,6,908006,,,Late Toltec,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2128.28,488.31,2245,2245,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Agricultural,None or Unspecified,750,0.7,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,1,0,1,1,87,A,A,0,3,,2128,488,2128280,488310,1300,
XO-LT-1,XO,LT,1,908001,,,Late Toltec,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2132.03,498.41,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,680,1.1,0,0,0,0,0,,FALSE,,,Light,Light-moderate,Very light,Very light,,,,,30,15,30,AD,6,Large hamlet,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,92,A,A,0,3,,2132,498,2132030,498410,1293,
XO-LT-2,XO,LT,2,908002,,,Late Toltec,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2129.13,497.41,2253,0,2245,2260,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Agricultural,None or Unspecified,730,12.1,0,0,0,0,0,,FALSE,,Trace,,,Light,Light,,,,,200,100,200,AD,3,Small dispersed village,,,0,0,0,0,0,0,,0,1,0,0,0,0,1,93,A,A,0,3,,2129,497,2129130,497410,1296,
XO-LT-7,XO,LT,7,908007,,,Late Toltec,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2128.23,487.88,2245,2245,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,750,0.4,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,94,A,A,0,3,,2128,488,2128230,487880,1301,
XO-LT-8,XO,LT,8,908008,,,Late Toltec,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2129.06,487.01,2250,2250,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Agricultural,Slight (no difficulty in recognizing site boundaries),730,2.4,0,0,0,0,0,,FALSE,,,Light,Light-moderate,Light-moderate,,Light,Light-substantial,,,100,50,100,AD,6,Large hamlet,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,95,A,A,0,3,,2129,487,2129060,487010,1302,
XO-LT-10,XO,LT,10,908010,,,Late Toltec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2131,484.34,2300,2300,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),,Fully eroded,Medium,Slight,Slight,,,Agricultural,None or Unspecified,900,1.4,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,,0,0,0,1,0,0,,0,1,0,0,0,0,2,96,B,B,0,3,,2131,484,2131000,484340,1294,
XO-LT-11,XO,LT,11,908011,,,Late Toltec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2131.2,483.97,2280,2280,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Slight,Slight,,,Agricultural,None or Unspecified,800,1.1,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,,0,0,0,0,0,0,,0,1,0,0,0,0,1,97,A,A,0,3,,2131,484,2131200,483970,1295,
XO-MF-2,XO,MF,2,208002,,,Middle Formative,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2127.41,489.73,2305,0,2300,2310,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,Agricultural,Slight (no difficulty in recognizing site boundaries),780,20.3,0,0,0,0,0,,FALSE,,,Light,Light-moderate,Light,Light,,,,,800,400,800,AD,8,Large nucleated village,3,,0,0,0,1,2,1,,1,0,0,0,0,0,3,34,A,A,0,1,,2127,490,2127410,489730,1305,
