Site,Region,Period,Number,SiteCode,SiteName,FieldSite Region,FieldSite Period,SurveyYearNumber,Supervisor,Map,North,East,Elev,ElevMed,ElevMin,ElevMax,EZcode,EnvironmentalZone,Soil,SoilMed,SoilMin,SoilMax,Erosion,ErosionMed,ErosionMin,ErosionMax,ModernUse,ModernSettlement,Rainfall,Area,MoundDomestic,MoundCeremonial,MoundQuestionable,MoundTotal,MoundRecorded,DMoundArea,Architecture,TerraceConfidence,TerraceExtent,Sherd,SherdMed,SherdMin,SherdMax,Rubble,RubbleMed,RubbleMin,RubbleMax,Population,PopMin,PopMax,PopMethod,stcode,SiteType,SubPeriod1,SubPeriod2,OccEF,OccMF,OccLF,OccTF,OccCL,OccEC,OccMC,OccLC,OccET,OccLT,OccAZ,OccEA,OccLA,OccTot,OccSeqLoc,SubOc1,SubOc2,PdDupSite,Group,Comments,NorthOld,EastOld,NorthGIS,EastGIS,Recnum,
XO-MF-1,XO,MF,1,208001,,,Late Formative,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2132.35,497.78,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,0.4,0,0,0,0,0,,FALSE,,Trace,,,Light,Light,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,,0,0,1,0,0,0,,0,0,0,0,0,0,1,109,A,A,0,1,,2132,498,2132350,497780,1304,
XO-TF-3,XO,TF,3,408003,,,Terminal Formative,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2127.41,490.61,2330,2330,0,0,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,Agricultural,Moderate (determination of boundaries problematic),780,1.2,0,0,0,0,0,,FALSE,,,Very light,Light,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,1,2,1,1,2,33,A,A,0,1,,2127,491,2127410,490610,1308,
XO-TF-4,XO,TF,4,408004,,,Classic,72-1,Jeffrey Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2127.41,489.73,2315,0,2300,2330,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,Agricultural,Moderate (determination of boundaries problematic),780,22,0,0,0,0,0,,FALSE,,,Very light,Light-moderate,Light-moderate,Light-moderate,,,,,880,440,880,AD,8,Large nucleated village,3,2,0,1,0,0,2,1,,1,0,1,1,0,1,5,34,B,B,0,1,,2127,490,2127410,489730,1309,
XO-TF-8,XO,TF,8,408008,,,Early Toltec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2131.58,484.74,2270,2270,0,0,14,"Lower piedmont, Rugged Terrain",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Agricultural,Slight (no difficulty in recognizing site boundaries),790,2.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,30,15,30,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,1,1,1,0,1,3,79,A,A,0,1,,2132,485,2131580,484740,1313,
XO-TF-7,XO,TF,7,408007,,,Early Toltec,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2130.88,484.39,2280,2280,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,795,1.8,0,0,0,0,0,,FALSE,,Trace,,,Light-moderate,Light-moderate,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,,0,0,0,0,0,0,,0,1,1,0,0,0,2,96,A,A,0,1,,2131,484,2130880,484390,1312,
XO-TF-2,XO,TF,2,408002,,,Terminal Formative,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2127.75,493.48,2360,0,2350,2370,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,750,14.7,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,200,100,200,AD,3,Small dispersed village,,,0,1,0,0,0,0,,0,0,0,0,0,0,1,103,A,A,0,1,,2128,493,2127750,493480,1307,
XO-TF-6,XO,TF,6,408006,,,Classic,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2131.06,484.74,2270,2270,0,0,14,"Lower piedmont, Rugged Terrain",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Agricultural,None or Unspecified,790,3.5,0,0,0,0,0,,FALSE,,,Very light,Light,Moderate,Moderate,,,,,30,15,30,AD,6,Large hamlet,1,,0,0,0,0,1,1,,0,0,0,0,0,0,1,104,A,A,0,1,,2131,485,2131060,484740,1311,
XO-TF-1,XO,TF,1,408001,,,Terminal Formative,72-1,Mary Parsons,Xochimilco-Milpa Alpa Ozalid (1:25000),2128.43,496.51,2300,0,2250,2350,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,780,11.9,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,100,50,100,AD,6,Large hamlet,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,105,A,A,0,1,,2128,497,2128430,496510,1306,
XO-TF-5,XO,TF,5,408005,,,Terminal Formative,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2129.35,485.77,2470,0,2450,2490,13,"Lower piedmont, Isolated hill",Very shallow,,Fully eroded,Shallow-medium,Deep,Deep,,,Grazing,None or Unspecified,780,0.8,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,Unspecified,Unspecified,0,0,0,AD,1,Isolated ceremonial site,,,0,0,1,0,0,0,,0,0,0,0,0,0,1,106,A,A,0,1,,2129,486,2129350,485770,1310,
XO-TF-9,XO,TF,9,408009,,,Late Formative,72-1,Jeffrey Parsons,"Tlapan, topilego Ozalid (1:25000)",2132.25,480.69,2270,2270,0,0,14,"Lower piedmont, Rugged Terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate-deep,,Moderate,Deep,Grazing and Agriculture,Extensive (beyond control),890,0.9,0,0,0,0,0,,FALSE,,Trace,,,,,,,Unspecified,Unspecified,0,0,0,AD,12,Questionable,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,107,A,A,0,1,,2132,481,2132250,480690,1314,
ZU-AZ-1,ZU,AZ,1,1009001,,,,73-1,Jeffrey Parsons,,2210.85,494.32,2420,2420,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Grazing,,600,0.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,Substantial,Very Light,5,2,5,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,A,A,0,4,,2211,494,2210850,494320,1315,
ZU-AZ-2,ZU,AZ,2,1009002,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2210.72,496.05,2400,2400,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Grazing,None or Unspecified,600,0.1,1,0,0,1,0,225,TRUE,,Trace,,,Heavy,Heavy,,,Substantial,Very Light,5,2,5,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,2,A,A,0,4,,2211,496,2210720,496050,1426,
ZU-AZ-3,ZU,AZ,3,1009003,,,,73-1,Jeffrey Parsons,,2210.8,495.65,2500,2500,0,0,18,"Upper piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Grazing,None or Unspecified,600,0.4,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,3,A,A,0,4,,2211,496,2210800,495650,1537,
ZU-AZ-4,ZU,AZ,4,1009004,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2210.7,495.53,2465,2465,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,None or Unspecified,600,1.1,1,1,0,1,0,120,FALSE,,,Light,Light-moderate,,,,,,,20,20,20,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,4,A,C,0,4,,2211,496,2210700,495530,1551,
ZU-AZ-5,ZU,AZ,5,1009005,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2209.8,495.38,2438,0,2375,2500,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,,600,52.4,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,1200,600,1200,AD,7,Large dispersed village,,2,0,0,0,0,0,0,,0,0,3,0,0,1,3,5,B,C,0,4,,2210,495,2209800,495380,1562,
ZU-AZ-6,ZU,AZ,6,1009006,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2209.57,495,2400,2400,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,,600,0.7,0,0,0,0,0,,FALSE,,Trace,,,Light,Light,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,5,B,C,0,4,,2210,495,2209570,495000,1573,
ZU-AZ-7,ZU,AZ,7,1009007,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2207.65,495.03,2340,2340,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,None,None,,,Agricultural,,600,9.7,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,200,100,200,AD,3,Small dispersed village,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,6,A,A,0,4,,2208,495,2207650,495030,1584,
ZU-AZ-8,ZU,AZ,8,1009008,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2208.1,493.72,2355,2355,0,0,15,"Lower piedmont, Smooth terrain",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,600,0.1,1,0,0,1,0,400,TRUE,,,Light,Light-moderate,,,,,Substantial,Very Light,5,2,5,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,7,A,B,0,4,,2208,494,2208100,493720,1595,
ZU-AZ-9,ZU,AZ,9,1009009,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2207.3,497.05,2405,0,2400,2410,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Grazing,None or Unspecified,600,3.7,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,70,35,70,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,A,A,0,4,,2207,497,2207300,497050,1606,
ZU-AZ-10,ZU,AZ,10,1009010,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2207.08,496.7,2380,0,2375,2385,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Slight,Slight,,,Grazing,None or Unspecified,600,1.1,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,9,B,B,0,4,,2207,497,2207080,496700,1316,
ZU-AZ-11,ZU,AZ,11,1009011,,,,73-1,Jeffrey Parsons,,2206.75,495.85,2355,2355,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Deep,Deep,,,Agricultural,,600,0.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,Substantial,Very Light,5,2,5,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,10,A,A,0,4,,2207,496,2206750,495850,1327,
ZU-AZ-12,ZU,AZ,12,1009012,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2206.57,495.03,2340,2340,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,None,None,,,Agricultural,None or Unspecified,600,0.5,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,11,A,A,0,4,,2207,495,2206570,495030,1338,
ZU-AZ-13,ZU,AZ,13,1009013,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2206.38,494.8,2340,2340,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,None,None or Unspecified,600,0.7,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,12,A,A,0,4,,2206,495,2206380,494800,1349,
ZU-AZ-14,ZU,AZ,14,1009014,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2206.07,494.9,2330,2330,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,None,None or Unspecified,600,0.7,0,0,0,0,0,,FALSE,,,Very light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,13,A,A,0,4,,2206,495,2206070,494900,1360,
ZU-AZ-15,ZU,AZ,15,1009015,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2206.1,494.6,2340,2340,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,,600,0.6,0,0,0,0,0,,FALSE,,,,,Moderate,Moderate,,,,Substantial,20,5,20,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,14,A,A,0,4,,2206,495,2206100,494600,1371,
ZU-AZ-16,ZU,AZ,16,1009016,,,,73-1,Jeffrey Parsons,,2206,495.9,2345,2345,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,,600,0.7,0,0,0,0,0,,FALSE,,,Very light,Light,,,,,Substantial,Very Light,5,2,5,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,15,A,A,0,4,,2206,496,2206000,495900,1382,
ZU-AZ-17,ZU,AZ,17,1009017,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2205.45,497,2375,2375,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Slight,Slight,,,Grazing,,600,1.6,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,30,15,30,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,16,A,A,0,4,,2205,497,2205450,497000,1393,
ZU-AZ-18,ZU,AZ,18,1009018,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2203.68,497.9,2353,0,2335,2370,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Deep,Deep,,,Agricultural,Slight (no difficulty in recognizing site boundaries),600,50,0,0,0,0,0,,FALSE,,,Very light,Light-moderate,,,,,,,1000,500,1000,AD,7,Large dispersed village,3,2,0,0,0,0,2,1,,1,0,2,0,0,1,4,17,B,C,0,4,,2204,498,2203680,497900,1404,
ZU-AZ-19,ZU,AZ,19,1009019,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2203.07,497.53,2330,2330,0,0,15,"Lower piedmont, Smooth terrain",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,600,1.2,1,0,0,1,0,1225,FALSE,,,Very light,Moderate,,,,,,,20,10,20,HC,2,Small hamlet or temporary camp,3,2,0,0,0,0,2,1,,1,0,1,0,0,1,3,17,B,C,0,4,,2203,498,2203070,497530,1415,
ZU-AZ-244,ZU,AZ,244,1009244,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2187.38,498,2260,2260,0,0,7,"Lakeshore Plain, Brackish, near sloping ground",Shallow (1-25 cm),Shallow (1-25 cm),,,None,None,,,Agricultural,None or Unspecified,630,0.6,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,20,5,20,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,18,A,A,0,4,,2187,498,2187380,498000,1476,
ZU-AZ-20,ZU,AZ,20,1009020,,,,73-1,Jeffrey Parsons,,2204.55,496.63,2345,2345,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Agricultural,None or Unspecified,600,0.4,0,0,0,0,0,,FALSE,,Trace,,,,,,,Substantial,Very Light,5,2,5,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,19,A,A,0,4,,2205,497,2204550,496630,1427,
ZU-AZ-21,ZU,AZ,21,1009021,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2205.05,495.13,2325,2325,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,,600,3,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,60,30,60,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,1,0,0,1,1,20,A,B,0,4,,2205,495,2205050,495130,1438,
ZU-AZ-22,ZU,AZ,22,1009022,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2205.28,495.22,2325,2325,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,,600,1.4,0,0,0,0,0,,FALSE,,,Light-moderate,Moderate,,,,,,,60,30,60,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,1,0,0,1,1,20,A,B,0,4,,2205,495,2205280,495220,1449,
ZU-AZ-237,ZU,AZ,237,1009237,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2191.18,488.5,2250,2250,0,0,6,"Lakeshore Plain, Brackish, away from sloping ground",Medium,Medium,,,None,None,,,Agricultural,Slight (no difficulty in recognizing site boundaries),700,2.6,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,50,25,50,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,21,A,A,0,4,,2191,488,2191180,488500,1468,
ZU-AZ-238,ZU,AZ,238,1009238,Zumpango,Zumpango,Aztec,73-1,Jeffrey Parsons,,2189.63,489.57,2255,2255,0,0,6,"Lakeshore Plain, Brackish, away from sloping ground",Medium,Medium,,,None,None,,,Agricultural,,700,0,0,0,1,1,0,,FALSE,,Trace,,,,,,,,,,,,AD,12,Questionable,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,21,A,A,0,4,,2190,490,2189630,489570,1469,
ZU-AZ-23,ZU,AZ,23,1009023,,,,73-1,Jeffrey Parsons,,2205.45,494.75,2325,2325,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,None or Unspecified,600,0.4,0,0,0,0,0,,FALSE,,,Light,Light-moderate,Moderate,Moderate,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,22,A,A,0,4,,2205,495,2205450,494750,1460,
ZU-AZ-24,ZU,AZ,24,1009024,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2204.85,494.1,2330,2330,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,,600,1,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,20,10,20,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,23,A,A,0,4,,2205,494,2204850,494100,1471,
ZU-AZ-25,ZU,AZ,25,1009025,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2206.85,490.95,2370,2370,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,None or Unspecified,600,0.1,0,0,0,0,0,,FALSE,,,,,Moderate,Moderate,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,24,A,A,0,4,,2207,491,2206850,490950,1482,
ZU-AZ-26,ZU,AZ,26,1009026,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2207.55,490.45,2380,2380,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,None or Unspecified,600,1.1,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,25,A,A,0,4,,2208,490,2207550,490450,1493,
ZU-AZ-27,ZU,AZ,27,1009027,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2206.1,490.03,2325,2325,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,None or Unspecified,600,0.4,0,0,0,0,0,,FALSE,,,,,Light-moderate,Light-moderate,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,26,A,A,0,4,,2206,490,2206100,490030,1504,
ZU-AZ-28,ZU,AZ,28,1009028,,Zumpango,Aztec,73-1,Jeffrey Parsons,,2205.63,489.9,2320,2320,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Grazing,None or Unspecified,600,1,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,27,A,A,0,4,,2206,490,2205630,489900,1515,
ZU-AZ-29,ZU,AZ,29,1009029,,Zumpango,Aztec,73-1,Mary Parsons,,2205.9,489.25,2315,2315,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Agricultural,None or Unspecified,600,0.9,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,3,2,0,0,0,1,2,1,,1,0,1,0,0,1,4,28,B,C,0,4,,2206,489,2205900,489250,1526,
ZU-AZ-30,ZU,AZ,30,1009030,,Zumpango,Aztec,73-1,Mary Parsons,,2206.32,489.07,2325,2325,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,None,None,,,Agricultural,,600,0.6,0,0,0,0,0,,FALSE,,,Very light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,29,A,A,0,4,,2206,489,2206320,489070,1538,
ZU-AZ-31,ZU,AZ,31,1009031,,Zumpango,Aztec,73-1,Mary Parsons,,2206.95,489.43,2345,2345,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,None,None,,,Agricultural,None or Unspecified,600,1,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,30,A,A,0,4,,2207,489,2206950,489430,1542,
ZU-AZ-32,ZU,AZ,32,1009032,,Zumpango,Aztec,73-1,Mary Parsons,,2207.4,489.53,2345,2345,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,None,None,,,Agricultural,None or Unspecified,600,0.7,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,31,A,A,0,4,,2207,490,2207400,489530,1543,
ZU-AZ-33,ZU,AZ,33,1009033,,Zumpango,Aztec,73-1,Mary Parsons,,2208.18,489.05,2375,2375,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,None,None or Unspecified,600,1.3,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,32,A,A,0,4,,2208,489,2208180,489050,1544,
ZU-AZ-34,ZU,AZ,34,1009034,,Zumpango,Aztec,73-1,Mary Parsons,,2208.75,489.35,2410,2410,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,None,None or Unspecified,600,3,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,30,15,30,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,33,A,A,0,4,,2209,489,2208750,489350,1545,
ZU-AZ-35,ZU,AZ,35,1009035,,Zumpango,Aztec,73-1,Mary Parsons,,2208.63,488.85,2395,2395,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,None,None or Unspecified,600,0.7,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,34,A,A,0,4,,2209,489,2208630,488850,1546,
ZU-AZ-36,ZU,AZ,36,1009036,,Zumpango,Aztec,73-1,Mary Parsons,,2208.85,488.75,2400,2400,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,None,None or Unspecified,600,1.3,0,0,0,0,0,,FALSE,,,Very light,Light,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,35,A,A,0,4,,2209,489,2208850,488750,1547,
ZU-AZ-37,ZU,AZ,37,1009037,,Zumpango,Aztec,73-1,Mary Parsons,,2208.85,487.2,2295,2295,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,None,None,,,Agricultural,,600,1.6,5,0,0,5,0,3470,TRUE,,,Very light,Light,,,,,,,40,20,40,HC,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,36,A,A,0,4,,2209,487,2208850,487200,1548,
ZU-AZ-38,ZU,AZ,38,1009038,,Zumpango,Aztec,73-1,Mary Parsons,,2207.63,487.97,2330,0,2325,2335,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,600,1.7,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,30,15,30,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,37,A,A,0,4,,2208,488,2207630,487970,1549,
ZU-AZ-39,ZU,AZ,39,1009039,,Zumpango,Aztec,73-1,Mary Parsons,,2207.1,488.3,2320,2320,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,None,None,,,Grazing and Agriculture,None or Unspecified,600,1.1,1,0,0,1,0,625,FALSE,,,Light,Light-moderate,,,,,,,20,10,20,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,38,A,A,0,4,,2207,488,2207100,488300,1550,
ZU-AZ-40,ZU,AZ,40,1009040,,Zumpango,Aztec,73-1,Mary Parsons,,2207.1,487.15,2300,2300,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Deep,Deep,,,Agricultural,,600,8.6,1,0,0,1,0,225,FALSE,,,Light,Light-moderate,,,,,,,170,85,170,AD,3,Small dispersed village,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,39,A,A,0,4,,2207,487,2207100,487150,1552,
